424,2016-03-14 09:42:48,6,1,0,,,1,12,,
524,2016-03-21 15:00:00,12,2,0,,,1,15,,
525,2016-03-21 15:00:00,12,2,1,2016-04-12 11:46:28,21,8,0,Showroom Sophia/XDS Cabinet,9
526,2016-03-21 15:00:00,12,3,0,,,1,15,,
527,2016-03-21 15:00:00,12,3,1,2016-04-05 13:49:58,17,8,0,Showroom Sophia/XDS Cabinet,9
528,2016-03-21 15:00:00,12,4,0,,,1,15,,
529,2016-03-21 15:00:00,12,4,1,2016-04-07 14:56:05,1,8,0,Showroom Sophia/XDS Cabinet,9
530,2016-03-21 15:00:01,12,8,1,2016-03-22 12:07:21,17,1,15,,
531,2016-03-21 15:00:01,12,8,0,,,8,0,Showroom Sophia/XDS Cabinet,9
532,2016-03-21 15:00:01,12,9,0,,,1,15,,
533,2016-03-21 15:00:01,12,9,0,,,8,0,Showroom Sophia/XDS Cabinet,9
534,2016-03-21 15:00:01,12,10,0,,,1,15,,
535,2016-03-21 15:00:01,12,10,0,,,6,0,Showroom Sophia/XD Cabinet,4
536,2016-03-21 15:00:01,12,11,0,,,1,15,,
537,2016-03-21 15:00:01,12,11,0,,,8,0,Showroom Sophia/XDS Cabinet,9
538,2016-03-21 15:00:01,12,12,0,,,1,15,,
539,2016-03-21 15:00:01,12,12,0,,,8,0,Showroom Sophia/XDS Cabinet,9
540,2016-03-21 15:00:01,12,13,0,,,1,15,,
541,2016-03-21 15:00:01,12,13,0,,,8,0,Showroom Sophia/XDS Cabinet,9
560,2016-03-21 15:00:01,12,54,0,,,1,15,,
561,2016-03-21 15:00:01,12,54,0,,,3,0,Showroom Sophia/XD Cabinet,4
570,2016-03-21 15:00:02,12,76,0,,,1,15,,
571,2016-03-21 15:00:02,12,76,0,,,8,0,Showroom Sophia/XDS Cabinet,9
580,2016-03-21 15:00:02,12,103,0,,,1,15,,
581,2016-03-21 15:00:02,12,103,0,,,3,0,Showroom Sophia/XD Cabinet,4
584,2016-03-21 15:00:02,12,121,0,,,1,15,,
585,2016-03-21 15:00:02,12,121,0,,,8,0,Showroom Sophia/XDS Cabinet,9
592,2016-03-21 15:00:02,12,146,0,,,1,15,,
593,2016-03-21 15:00:02,12,146,0,,,3,0,Showroom Sophia/XD Cabinet,4
594,2016-03-21 15:00:03,12,147,0,,,1,15,,
595,2016-03-21 15:00:03,12,147,0,,,8,0,Showroom Sophia/XDS Cabinet,9
596,2016-03-21 15:00:03,12,149,0,,,1,15,,
597,2016-03-21 15:00:03,12,149,0,,,8,0,Showroom Sophia/XDS Cabinet,9
600,2016-03-21 15:00:03,12,197,0,,,1,15,,
601,2016-03-21 15:00:03,12,197,0,,,3,0,Showroom Sophia/XD Cabinet,4
799,2016-03-22 17:03:59,3,276,0,,,1,12,,
850,2016-03-24 01:00:01,3,1,0,,,1,13,,
855,2016-03-31 12:00:00,4,2,0,,,8,0,Showroom Sophia/XDS Cabinet,9
857,2016-03-31 12:00:00,4,3,1,2016-04-06 10:53:34,8,8,0,Showroom Sophia/XDS Cabinet,9
867,2016-04-01 01:00:08,3,2,0,,,1,13,,
868,2016-04-01 01:00:09,3,3,0,,,1,13,,
925,2016-04-02 15:00:03,12,86,0,,,1,15,,
1145,2016-04-07 16:00:01,12,391,0,,,1,15,,
1190,2016-04-08 18:00:00,12,66,0,,,1,15,,
1192,2016-04-08 19:00:00,12,80,0,,,1,15,,
1193,2016-04-08 19:00:00,12,135,0,,,1,15,,
1195,2016-04-09 12:00:00,12,127,0,,,1,15,,
1196,2016-04-09 13:00:00,12,53,0,,,1,15,,
1197,2016-04-09 13:00:00,12,87,0,,,1,15,,
1198,2016-04-09 17:00:00,12,21,0,,,1,15,,
1218,2016-04-12 10:52:13,1,200,0,,,21,4,,
1225,2016-04-13 08:52:12,4,276,0,,,2,0,Showroom Sophia/XDL Cabinet,8
1226,2016-04-13 09:09:35,10,67,0,,,1,12,,
1232,2016-04-13 11:00:01,12,352,0,,,1,15,,
1233,2016-04-13 11:00:01,12,353,0,,,1,15,,
1234,2016-04-13 11:00:01,12,354,0,,,1,15,,
1235,2016-04-13 11:00:01,12,355,0,,,1,15,,
1236,2016-04-13 11:00:01,12,356,0,,,1,15,,
1237,2016-04-13 11:00:01,12,357,0,,,1,15,,
1238,2016-04-13 11:00:01,12,358,0,,,1,15,,
1239,2016-04-13 11:00:01,12,359,0,,,1,15,,
1240,2016-04-13 11:00:01,12,360,0,,,1,15,,
1241,2016-04-13 11:00:01,12,361,0,,,1,15,,
1242,2016-04-13 11:00:01,12,362,0,,,1,15,,
1243,2016-04-13 11:00:01,12,363,0,,,1,15,,
1244,2016-04-13 11:00:01,12,364,0,,,1,15,,
1245,2016-04-13 11:00:01,12,365,0,,,1,15,,
1246,2016-04-13 11:00:01,12,366,0,,,1,15,,
1247,2016-04-13 11:00:01,12,367,0,,,1,15,,
1248,2016-04-13 11:00:01,12,368,0,,,1,15,,
1249,2016-04-13 11:00:01,12,369,0,,,1,15,,
1250,2016-04-13 11:00:01,12,370,0,,,1,15,,
1251,2016-04-13 11:00:01,12,371,0,,,1,15,,
1252,2016-04-13 11:00:01,12,372,0,,,1,15,,
1253,2016-04-13 11:00:01,12,373,0,,,1,15,,
1254,2016-04-13 11:00:01,12,374,0,,,1,15,,
1255,2016-04-13 11:00:01,12,375,0,,,1,15,,
1256,2016-04-13 11:00:01,12,376,0,,,1,15,,
1257,2016-04-13 11:00:01,12,377,0,,,1,15,,
1258,2016-04-13 11:00:01,12,378,0,,,1,15,,
1259,2016-04-13 11:00:01,12,379,0,,,1,15,,
1260,2016-04-13 11:00:02,12,380,0,,,1,15,,
1261,2016-04-13 11:00:02,12,381,0,,,1,15,,
1262,2016-04-13 11:00:02,12,382,0,,,1,15,,
1263,2016-04-13 11:00:02,12,383,0,,,1,15,,
1264,2016-04-13 11:00:02,12,384,0,,,1,15,,
